mail;phishing
lng models can you guys please take a look , and eric , please show to farzad . . . . jeff - - - - - - - - - - - - - - - - - - - - - - forwarded by jeffrey a shankman / hou / ect on 07 / 07 / 2000 07 : 37 am - - - - - - - - - - - - - - - - - - - - - - - - - - - merritt thomas 07 / 06 / 2000 12 : 00 pm to : jeffrey a shankman / hou / ect @ ect cc : subject : lng models jeff , here are some models which i received from rotenberg ' s lng group when i was in houston last month . i haven ' t had the opportunity to really take a look at them , but you will probably want to pass them along to your lng people . thanks , merritt;True
"referencing example numbers in wordperfect i ' ve held back from adding my 5 - cents ( or 18 - pounds ) worth , but in case it 's of interest for users of wordperfect 5 . 1 / 5 . 2 , my num automatic renumbering program provides well-tested and efficient numbering of linguistic examples , etc - in a way that is far simpler and quicker in practice than using wp 's rather clumsy built-in cross-reference system , and with some extra advantages , such as automatic shortening of cross-references like "" 101-109 "" to "" 101 - 9 "" if desired , simple cross-referencing between and across files , etc . dozens of users worldwide find num to be reliable , helpful , even essential ( so they tell me ) . i have not ( yet ) upgraded num to work with wordperfect 6 . 0 / 6 . 1 , partly from pressure of other work , partly because i have had mixed reports on whether the advent of counters in wp 6 + is enough of an advance to wipe out num 's potential advantage in speed and convenience . i really need informed advice from linguists who know what num can do with wp 5 . 1 / 5 . 2 and who have also used wp 6 : if a num upgrade worked as well with wp 6 as it does with wp 5 . 1 , would you use it ? let me know . and for continuing users of wp 5 . 1 , i ' ll be happy , as always , to send info on num . david denison _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ( dr ) david denison e-mail : d . denison @ man . ac . uk dept of english language & literature tel . + 44 161-275 3154 university of manchester fax . + 44 161-275 3256 manchester m13 9pl , uk .";True
"sap expense report form with the implementation of sap , the employee expense report form has been modified to reflect the new coding system . the procedures for its use are unchanged , but there are some cosmetic differences . one item to note : the form no longer requires entry of your social security number ; instead use your new personnel number assigned through human resources ( see http : / / hrweb . enron . com ) . for electronically submitted expense reports , enter the same number on the receipt envelope . the form is now available at the sap website . to access the form : from the enron home page , go to the sap intranet site http : / / sap . enron . com choose one of the following paths : click on quick reference tools on the left menu click drop - down arrow for accounts payable forms click sap expense report form click on forms and procedures library on the left menu click drop - down arrow for accounts payable forms click sap expense report form wait for it to load click enable macros ( or yes , allow macros ) after you enter the data , save as excel workbook ( . xls file extension ) with a new filename . do not save as excel template ( . xlt extension ) . you may print the spreadsheet for submission to accounts payable , or attach it to notes for electronic submission . instructions are available at the website , on the same drop down box as the form . if you have any questions , contact the center of expertise ( coe ) at 713 345 - 7427 .";True
"sempra could be takeover candidate , newspaper says the london telegraph newspaper quoted an analyst who said that u . k . - based centrica could be eyeing sempra energy as a possible takeover candidate following centrica ' s purchase of canadian gas and electricity supplier direct energy . direct energy owns a 27 . 5 % stake in energy america , whose remaining equity belongs to sempra . the newspaper quoted simon hawkins , an analyst with ubs warburg , as saying the direct energy acquisition is "" step one of something much bigger . "" in principle , he said , there is no reason why centrica shouldn ' t go after sempra . centrica told the newspaper it was "" talking to sempra about the way forward . """;True
"URL: http://diveintomark.org/archives/2002/09/29.html#dooce
Date: 2002-09-29T23:40:06-05:00Reborn[1].[1] http://www.dooce.com/
";True
hr generalist for your group norma villarreal is the hr generalist for all of brent price ' s group and hector mcloughlin is the hr generalist for all the other groups / departments under sally beck . toni graham is the recruiter for all of sally beck ' s group . yvonne laing is the compensation specialist for all of sally beck ' s group . janet de la paz is the admin . support person for the hr group . i hope this helps you directs your questions or needs for services in the future .;True
"Subject: Re: Digital radio playlists are prohibited?! > From: James Rogers > To: fork@spamassassin.taint.org > Date: 25 Sep 2002 12:52:15 -0700 > > On Wed, 2002-09-25 at 01:19, Rohit Khare wrote: > > Anyone heard of this law before? > > > Absolutely. More accurately, it is part of the RIAAs ""regulation"" for > broadcasting music under their auspices. This is actually part of the > default statutory license the RIAA is compelled to issue. You can try > and establish your own contract with each of the individual publishers > in addition to the writers, but that is a Herculean undertaking in its > own right. The details are really gross and complicated.Perhaps the stations cannot publish digital playlists, but you can get them from www.starcd.com anyway. They use some sort of listening and recognition technology to identify the music played on over 1000 US radio stations.Jeff;";True
"accounting director positions : robert ( bob ) mickits ; big 5 energy services sally , this is the second of the two emails i am sending you . please review the resume of robert ( bob ) mickits . he is currently a consultant with a big 5 firm , loaded with gas energy experience . his qualifications are : * cpa ; bba - accounting * e & y * 16 years progressive accounting / finance experience and responsibilities * developed a business process risk model identifying process characteristics , business risks and associated best practices for the energy trading and marketing industry . * experienced and responsible for front , middle and back office accounting , risk management for energy trading and marketing firms . * directed all accounting policies & procedures , commodity and derivative accounting , reviewed and provided analysis on 133 accounting issues . * provided clients with infrastructure review and audits for global trading operations . * excellent communication skills . thanks , mike e . michael spartalis , cpa , cpc ml & r personnel solutions 281 - 782 - 3411 ( cell ) mspartalis @ aol . com ( temp ) - mickits _ robert _ 0401 _ rev . doc";True
"<!--
 body      { BACKGROUND-IMAGE: url(http://images.lockergnome.com/images/issue/top-right.gif); color: #990000 }
 a:link    { COLOR: #000000; TEXT-DECORATION: underline; font-weight: normal }
 a:visited { COLOR: #C84200; TEXT-DECORATION: underline; font-weight: normal }
 a:active  { COLOR: GRAY; text-decoration: none }
 a:hover   { color: GRAY; TEXT-DECORATION: none }
 p.title   { BACKGROUND: #FFCC99; BORDER-BOTTOM: #FF9966 4px solid; BORDER-LEFT: #FFEEDD 4px solid; BORDER-RIGHT: #FF9966 4px solid; BORDER-TOP: #FFEEDD 4px solid; COLOR: #990000; FONT-FAMILY: Comic Sans MS, Trebuchet MS, Helvetica, Arial; FONT-SIZE: 14pt; FONT-WEIGHT: normal }
 p.sidebar { BACKGROUND: #FFEEDD; TEXT-ALIGN: center; BORDER-BOTTOM: #FFCC99 3px solid; BORDER-LEFT: #FFFFFF 3px solid; BORDER-RIGHT: #FFCC99 3px solid; BORDER-TOP: #FFFFFF 3px solid; COLOR: #990000; FONT-FAMILY: Comic Sans MS, Trebuchet MS, Helvetica, Arial; FONT-SIZE: 10pt; FONT-WEIGHT: bold } 
 .url      { font-size: 8pt; font-family: Verdana, Tahoma, Arial }
-->
20020712 Lockergnome Windows Daily
Â  07.12.2002 GnomeREPORT Content Management Is Key: Need a reason your boss should be sending you to Gnomedex? Some of the leading experts on content management solutions (those things we affectionately call blogs) will be sharing the future of blogging and how you can adapt it to both the way you do business and the way you communicate in general. Join Evan Williams and Doc Searls as they share pearls of wisdom on blogging, Linux and other open source applications that are changing our lives. If that's not enough incentive, remind the boss that THE Internet security guru, Steve Gibson, will be sharing his wisdom as well. Register for Gnomedex today!   My mom just notified me of my aunt Theresa's death. She was my
father's older sister, though I only knew her through a few e-mail
exchanges and a couple of brief encounters as a child. This news
came hours after I received ANOTHER bit of disturbing news:
""Please tell Chris that one of his first fans died last weekend of
a heart attack at home."" I first met Jon Snyder at an Apple user's
group meeting a couple of years ago; to me, he always looked like
a beefier Robert Beltran. Death is something we all must deal
with, but you never seem to be prepared for it when someone
actually dies. A few months ago, Aunt Theresa sent word that she
had seen my show. It was good to know that even though we hadn't
interacted much over the past few years, she was still able to see
me on TV. And even though you didn't know him, you're closer to
Jon than you realize. Witness this message he sent to his boss a
few months ago:
""I evangelized for months last year for having our company at
the first of these consumer computer conferences in Des Moines
last October, but got shot down. The conference was a hit despite
being postponed by 9/11, and having to move the venue at the last
minute. I know... I was there. So, I'm starting all over again
being 'pushy' about our presence at this event in August of this
year. Chris Pirillo, whose Des Moines-based commercial email
publishing group 'Lockergnome' puts this conference together, is a
friend of mine. He was the 'kid' hired by TechTV to host their
Call for Help daily TV program in SF starting last fall. If you
get the Dish network or Mediacom cable you can catch his show. I
have my DishPlayer set up to record his show on a daily basis.
It's VERY well done, as is TechTV as a whole.""
I returned from speaking to another user group the other night and
found that approximately 100 new GnomeTomes had been ordered.
Sweet! When I started looking closer at the numbers, I realized
that Jake was offering his Converting
Vinyl LPs to CD eBook for free - and that's all anybody was
taking. No, seriously - five hundred orders later, and 99% of them
were just for that particular title. Now, while I don't have a
problem with Jake's offer, I do want to encourage you to check out
the non-free titles (and if you've already looked, please
look again). A lot of blood,
sweat, and tears went into them - and they're just as helpful. In
fact, Jake's also written one for OS X (which
probably wouldn't impress you if you weren't using an Apple
machine). Although, I'm sure plenty of you use
Dreamweaver.
Which reminds me: Jake's also now authoring our Webmaster Weekly
newsletter. So, if you haven't read that in a while, I'd encourage
you to give it another glance. After all, as Elwood
Edwards so finely said: You've
Got Lockergnome! Thanks to David
Lawrence for making that MP3 a reality. El can make one with your
name, too. And yes, that's the AOL guy.See You in August,Â Â Â Â Â Â Â Â Â Â Â Â Â Â Chris PirilloÂ Â Â Â Â Â Â 
Â GnomeDOWNLOADS
VLINK v0.6.8.0 [257k] W9x FREEhttp://www.vxtech.org/{Desktop link manager} Nothing gets you there faster than a link.
I mean, imagine if while you're surfing, you had to stop and type
in a URL every time you wanted to move to a new page. Simply
unacceptable. So why not have that convenience when working with
other files? This application gives you the option of opening or
running any file or program you desire via links. You can also
shut down your computer or disable your screensaver through this
program. ""No installer is required for VLink - it will not change
any of your registry settings or other Windows settings; simply
extract the files PowerLink.dll and VLink.exe to a directory and
run it.""
GhiaTracker v1.5 [370k] W9x/2k/XP FREEhttp://homepage.mac.com/karmannghia/ghiatracker/{Learn about your Ghia} Gearheads, motorheads, call them whatever
you will, but I've never been part of their ranks. Not that I
don't like cars, mind you; I find them much more useful than pogo
sticks. If you happen to own a little vehicle known as the Karmann
Ghia, you should drive on over and download this program. Click on
any year between 1956 (the year it went into production) and 1974
to get a brief synopsis of the car and its changes for that year.
You can also get other specifications such as torque, horsepower,
compression, etc. Even if you're not ""into"" cars, check this out.
This program was created for use on the Mac, but a Windows version
is also available.Recommend It!
Â GnomeCLICKS
Â GnomeSYSTEM
WebTV Viewer v2.6 [6.8M] W9x FREEhttp://developer.msntv.com/tools/viewer/""Preview your sites on WebTV without leaving your PC! The WebTV
Viewer simulates WebTV on your system. Read the online Viewer
Installation Guide to find out more on how to use this software.
Important: the PC version of the WebTV Viewer (2.6) reflects all
of the features of the most recent upgrade from Spring 2001. Note:
The Viewer is similar, but not identical, to a real WebTV system.
The WebTV Viewer program is currently beta-level software on both
Windows and Macintosh. This means that it has not been completely
tested and debugged. The WebTV Viewer is like a WebTV browser
because: it changes page layout by compressing page width and
enlarging text; and it supports HTML, JavaScript, as well as other
Internet standards in the same way. The WebTV Viewer is not like a
WebTV browser because: your computer monitor has a higher
resolution than a television screen, and displays color better;
and the Viewer does not support email or audio, while the WebTV
browser does.""
Recommend It!
Â GnomeWILDCARDFull PDF Books
Poor Richard's Web
Internet Promotions
E-Mail Publishing
Web Site Makeover
Websites Made Easy
Online Communities
Home Networking
Internet Recruiting
Online BrandingThe Evidence is Against You
Scribbled by Jim GirardEvery time some new technology has expanded free access to popular
music, starting with radio broadcasts of recorded songs in the
1930s, the recording industry has fought it - claiming that it
would cost them money. And every time, it has resulted in
increased sales. The best-known example, of course, was the
advances in tape cassette technology in the 60s and 70s, including
Dolby sound technology. As with MP3, this technology was opposed
by the music industry as different from previous such
developments, because it made it possible for ordinary people to
create their own copies at near-professional quality. The actual
result was the creation of a whole new profit center for the music
industry - pre-recorded cassette tapes - which actually became
more popular than vinyl for a while (before the advent of CD
technology).The thing is, the music industry is well aware of this effect -
 and they are not really aiming to stop the private exchange of
songs in MP3 format. If that were their goal, they'd be
instituting widespread, aggressive legal actions against all the
server-centered nodes (as they did against all radio stations
playing their music in the 30s, when they really thought the
phenomenon was going to wipe them out). Instead, they have focused
on the best-known services - first Napster, then Morpheus, KaZaA,
and most recently, Audiogalaxy. Even in those cases, they've
limited their legal challenges to things they know they can win -
 and they've avoided actual court trials whenever possible (to
avoid the possibility of setting some damaging precedent).The point that seems to escape a lot of people is that copyright
is not a property in the same sense as most of the things we think
of as property. One key difference is that if you don't defend it,
you lose it. If you left your car sitting in the driveway, with
the window open and the keys in the ignition, and somebody drove
away in it, that would still be theft - and you'd still be
entitled to get your car back. Not so with copyright. If you are
aware of infringement and you do nothing to try to stop it, you
are voluntarily allowing it to enter the public domain. It's for
the same reason that big companies insist that newspapers put a
copyright or trademark symbol after the names of their products
whenever they're mentioned, and not use words like ""Coke"" or
""Kleenex"" as generic terms. They don't really expect everybody to
do what they say - and they're well aware that having the name of
one's product become the generic term for a product is actually a
great marketing boon. But if they DON'T do that, someone at some
point could start using the word on their own product, arguing
that it is in the public domain.The efforts of the music industry are not aimed at actually
stopping the exchange of music between individuals - which they
know from long experience, increases their sales because most of
the people who normally buy the music aren't really satisfied with
near-perfect copies. For most of them, the learning curve and the
cost in time of creating those copies themselves outweighs the
cost of simply buying the CD. Most of the outright piracy is
committed by people who wouldn't have bought the music in the
first place. What the music industry is doing is clearly aimed at
establishing a public record of their efforts to defend copyright,
in the broadest, most public way; to prevent anyone from making a
legal claim that the stuff they own has entered the public domain.
The thing they're really worried about, in terms of profits, is
the change in the marketing model. Even legitimate online music
commerce threatens the album format, with its traditional mix of a
few good songs and a bunch of others most people wouldn't pay for
if they were buying the stuff song by song. The problem is how to
make as much money on a per-song basis - and, at the moment, it
requires charging far more for an individual song that most people
are willing to pay.At any rate, copyright is actually a fairly complex matter of
civil law, with a good deal of history behind it - dating back to
the Renaissance. The strategies music companies use are clearly
directed to realities and necessities, in light of history and
case law. They have also done a great PR job, convincing the most
technically knowledgeable people on the Internet that it is a
simple moral or criminal issue. ""Common sense"" tells a lot of
people that copying music without paying for it is just like
stealing someone's car, and represents a loss to the owner. But if
common sense could decide the issue equitably, we wouldn't have
the law in the first place. Most of our great intellectual
systems, including not only law but science, are designed in large
part to overcome the errors of common sense, and that is more the
case in civil law than criminal. The people who work within those
systems are well aware of that, but they are also well aware that
most people aren't - and that it can work to their advantage. Any
time a highly paid civil attorney begins by telling you that an
issue vital to his client is actually very simple, or just a
matter of common sense, there's a very high probability that what
he means is that it's to his clients advantage if people like you
believe that. If it really WERE that simple, the client wouldn't
be paying him as much as he is.Submit Your Thoughts | Recommend It!A BOOK FOR EVERY GEEK: Want to know more about networking? Have you ever wanted to write an e-book? Maybe you need to polish your Web design skills? Get full-length books from the Poor Richard's series, including Poor Richard's E-mail Publishing, by Chris Pirillo, at GnomeTomes.com, for 50% off the suggested retail price of the print versions. Click here to learn more.    Â GnomeFAVORITE
My Virtual Modelhttp://www.myvirtualmodel.com/{Make a model of you} Wouldn't it be cool if you could physically
walk into cyberspace? Well, you can't... so stop thinking about
it. However, you can design a virtual model of yourself on this
site. Choose your features like body shape, eyes, nose, lips,
facial hair, height, and weight. The amazing thing is how closely
your model resembles you. My only complaint is that you can't add
glasses. How in the heck is my digital doppelganger supposed to
see? Once you're finished, the site can even offer style advice
for your body type. (I'll stick with plaid, thank you very much.)Recommend It!
Â GnomeTIPOur Tip eBooks
Microsoft Office Tips
PC Productivity Tips
Cool Internet Tips
Windows 2000 Tips
Windows XP Tips
Top 50 Fun Sites
Must-Know Terms
Top 50 Useful Sites
Top 75 Tech SitesWho has no trouble with controling his codes? Lockergnomie Wayne
Smith: ""Here is a bit of information specifically for Hotmail
users who may have trouble opening your links, due to the service
wanting to place the referred URL in a separate frame. I receive
my Lockergnome newsletters via Hotmail and find it really useful
when you folks include the link as text. However, sometimes this
isn't practical - or it stops the flow of the article. The trouble
here is that the link sometimes returns the message: 'There was an
error displaying this link' in the frame. No problem! Right-click,
copy shortcut, paste to metapad (freeware from LIQUIDNINJA.COM),
then do a global search and replace. The trick is to replace the
control codes with the correct characters: %26 is an ampersand;
%3a is a colon; %2e is a period; %20 is a blank space; %2f is a
forward slash; %3d is an equals symbol; %3f is a question mark.
The Windows character map can help with any others. Select a
character, look at the status bar, replace 'U+[code]' with the
percent sign. In other words, the ampersand (U+0026) is %26 which
translastes into a '&' symbol. Maybe a more clever Gnomie can come
up with some script which we can place in the 'Web' folder,
correctly register, and use in IE's right-click / context menu?""Recommend It!http://www.lockergnome.com/issues/daily/20020712.html
Your subscribed e-mail address is: [qqqqqqqqqq-lg@spamassassin.taint.org] - To unsubscribe or change your delivery address, please visit the subscription management page. For further information, please refer to the GnomeCREDITS in the sidebar.LOOK OVER HEREÂ Download Our Tip FilesÂ Latest Windows Daily
Â Latest Digital Media
Â Latest Tech Specialist
Â Latest Penguin Shell
Â Latest Apple Core
Â Latest Web Weekly
Â Latest Bits & Bytes
Â Latest Audio ShowÂ Low Price Search
Â $99 Tech ConferenceÂ The GnomeSTORE
Â Tell a Friend About Us!
Â Suggest a Feature
Â Advertise With Us
Â High-Tech Job Search
Â Chat With Gnomies
Â Watch The Webcams
Â Computer Power UserÂ Read Past Issues
Â Download X-Setup
Â About Lockergnome
Â Our Privacy Policy
Â View More Options
Â Our XML / RSS Feed
Â Syndicate Our Tips
Â Link To Lockergnome
Â Get Chris's BookÂ General Feedback
Â E-mail the Editor
Â The Editor's Blog
Â MP3 SOFTWARE
Havas MP3 Pro
Magix MP3 Maker
Ejay MP3
Audiostation 5.0
Jack The MP3 Ripper
Pearson MP3 Maker
Steinberg My MP3
MusicMatch Jukebox 7.0
Hip Hop E-jay Record
MP3-Wolf
MP3 Maker Gold
The MP3 Wizard
Â GNOMESPECIALS
Â Manage Your Workgroup
Â Form Pilot
Â Say the Time 5.0
Â Boomer - Stream Now
Â Create Web/CD catalog
Â Easy Web Editor
Â Kleptomania
Â Tag&Rename
Â Pretty Good Solitaire
Â Visualize Color Combos
Â FirstStop WebSearch
Â Ecobuilder
Â Book Collector
Get Listed Here
Question: which group is 250,000+ strong and always looking for stuff to make their personal and professional lives run smoother? 
Â HAPPY FUN STUFF
And now, we see the story of the ugly shoe unfold before our very eyes. This footwear was outcast from the group weeks ago, and has been very depressed ever since. Pity my shoe.The Lone Shoe
Â 
CLICK HERE TO ZOOMÂ 
BYTE ME NOWÂ©2002, Lockergnome LLC. ISSN: 1095-3965. All Rights Reserved. Please read our Terms of Service. Our Web site is hosted by DigitalDaze. Domain registered at DNS Central.
I'd feel better about doctors if it wasn't called a 'Practice.'
";True
"interactions in virtual worlds workshop interactions in virtual worlds may 19-21 , 1999 parlevink research group university of twente / ctit enschede the netherlands introduction the parlevink research group of the centre of telematics and information technology ( ctit ) is pleased to announce a 3 - day workshop on interactions in virtual reality ( vr ) environments . anyone dealing with theoretical , empirical , computational , experimental , sociological and anthropological aspects of vr environments that are either purely artificial or use real world characteristics is invited to participate in this workshop . in this workshop the emphasis is on vr environments that provide means for interacting with the objects in the environment , with embedded information sources and services ( possibly represented as agents ) or with other users and visitors of the environment . motivation in recent years we have seen that the computer science and the cognitive ergonomics communities have discovered and are exploring the possibilities of vr in user interfaces . in order to visualize available information and to provide users access to this information , virtual environments have been built such that users can find and explore information , communicate with other users and can communicate with objects and agents in the virtual worlds . this workshop emphasizes the role of vr in interfaces and in environments in which people share knowledge and experience and in which new forms of interactivity will emerge . in particular we want to explore the role of speech and language in virtual environments . how can we navigate in vr using speech and language , how can we model multimodal access to such environments , how can we communicate with other humans and with artificial agents in the vr environment , etc . the workshop is organized in the context of the u - wish project of the dutch telematics institute . format the format of the workshop will consist of keynote presentations by experts in the fields of vr , dialogue modelling and speech and language processing , combined with presentations of accepted papers . all presentations will be plenary . submission procedure researchers working in this domain are invited to email a 400 - words abstract ( plain ascii format ) , together with title , affiliation and keywords to twlt15 @ cs . utwente . nl . invited and accepted papers will be published in the workshop proceedings . invited lectures niels ole bernsen ( odense university . odense , denmark : coordinator of i3net , the european network for intelligent information interfaces . i3 was created in 1997 in order to take a human-centred approach to the exploration of new , visionary interactive systems for people in their everyday activities . lili cheng ( microsoft research , seattle , wa . , usa ) : lead program manager in the microsoft research 's virtual worlds group , working on the virtual worlds platform . at nyu , cheng designed graphics and created the human interface for one of the first participatory , real time rendered 3d environments which was broadcast tri-weekly from nyu . lili is a registered architect and designed commercial architecture in both tokyo and los angeles . james n . davidson ( cedes , seattle , wa . , usa ) : project manager of the community and environmental design simulation lab , ( cedes ) , jointly sponsored by the college of architecture and urban planning and the human interface technology lab of the university of washington . the mandate for this lab is to research and teach the use of real-time simulations and vr for urban , architectural and landscape design , and the creation of virtual spaces and environments . james c . lester ( north carolina state university , raleigh , usa ) : the primary objective of lester 's research is to design , construct , and empirically evaluate computational mechanisms to support hci in educational and scientific software . his interests focus on developing advanced animated and natural language explanation systems that facilitate learning and scientific analysis . stephen n . matsuba ( vrml dream company , toronto , canada : matsuba has authored a series of vr spaces for cyberstage live : an on-line journal dealing with the arts and technology . his interests are focussed on multimedia and vr applications . he and others developed a vrml - based theatre adaptation of shakespeare 's a midsummer night 's dream . pierre nugues ( ismra - caen , france ) research of pierre nugues is focused on natural language processing for spoken dialogue and user interfaces . this includes design & implementation of conversational agents within a multimodal framework . program committee program chairman : anton nijholt ( ctit , enschede ) niels ole bernsen , james n . davidson , james c . lester , stephen n . matsuba , pierre nugues & oliviero stock organizing committee local chairman : betsy van dijk olaf donk , boris van schooten & hendri hondorp venue the workshop on "" interactions in virtual worlds "" will take place in the computer science building at the campus of the university of twente , enschede , the netherlands . hotel accommodation is available at the campus and in two nearby cities . important dates march 1 : deadline for submitted abstracts march 15 : notification of acceptance , instruction for authors , information on accommodation april 15 : dead - line for camera-ready papers may 19-21 : workshop further information for further information , please contact olaf donk ( donk @ cs . utwente . nl ) . updated information will also be available at http : / / wwwseti . cs . utwente . nl / parlevink / conferences / twlt15 . html";True
rrevised weekly deal report please see the corrections to done deals ( intra - month and balance of the month have been eliminated ) . lex carroll enron power marketing , inc . midwest region 713 - 853 - 5426;True
"disc : sex / lang , re : 1079 h . stephen straight writes : < < < in our focus on the epicene pronoun that doubles as the masculine pronoun , and the generic noun ( e . g . man ) that doubles as the masculine form , we sometimes let logic , and the theory of markedness , overwhelm psychology . the evidence , i believe , strongly supports the claim that even in clearly non-specific contexts these items trigger masculine prototypes in receivers . > > > i agree with this generally for the present state of standard english . but the "" triggering "" , to some very important degree , is in the mind of the historical beholder . right ? the ' psychology "" part i disagree with because of its unspecified universal implications , perhaps better : "" overwhelm semantics "" . most people , except gender separatists , would be particularly untriggered to a masculine reference to words such as "" sportsmanship "" and "" penmanship "" . i liked the construction of one of the first lady 's publicist who said of her , "" she is her own best salesman "" . "" man "" and "" he / his / him "" have differing semantic domains over time . in middle english "" he was a fair wife "" , "" two men were made for the garden "" , etc . if in the modern mind these constructions trigger male associations , it might make all the more necessary the study of historical change . in my middle english work with pronouns , some contexts can be found where "" he that . . . "" in proverbial use , with sometimes-plural verbs , has the weight of proverbial "" they who "" , and is related morpholgically to the feminine , not the masculine . a radical idea i wish someone would challenge me on . also , "" him "" and "" his "" were not only masculine , they were also neuter - - "" neither one or the other "" . to understand the modern paradigm , we have to study the history it grew out of , including the protogermanic and ie paradigms . i wonder if h . stephen straight has read my comments and quotations on "" the mark "" in recent discussion . all of us , men and women alike , can be described in some capacities as "" generic people "" . is n't this what we mean by "" society "" ? one veiw of the half-glass sees that we , as generic people , desire to give females preferential treatment , and have distinct words for those of us who are female ( she , women ) , but parallel words for males are , lacking , are tautonyms . we , those of us who are male , are relegated to use a word also used for everybody else . "" masculine "" is only sex-distinct in contrastive position with the "" feminine "" . the reason for generic pronouns doubling with the masculine is because men are , in our "" psychology "" thought of more frequently as generic people . females have long been accorded special priviledges in western society - - we do n't execute murderesses , we create conditions for those of us who are women to live 10 % longer than men , we exclude them from the military draft , old women commit suicide at a rate less than 1 / 12th that of old men , etc . that is not to say that everybody does n't have it rough once in a while . men do not externalize their victimization to a metaphorical "" daddy "" . i personally think that women should go on being afforded special status and privileges in language and society . the turning wine to venom these passed decades has shown the dark side of our society . the writer says < < < "" every one of the members of the boys and girls club loves his parents . "" "" the cultures of the world provide ample testimony on the extent of man 's capacity to adapt to different environments . "" no matter that the situations logically embrace both sexes ( and all genders : - ) , the damage is done . > > > it is the "" logic "" of an intuitive sort , and is not based in boolean and identity operations of the human mind . the "" logic "" is no more than a rule-base in the configuration of gender / case / number of the modern pronoun paradigm . use of the word "" logic "" by many of us who discuss language is off the mark . i use "" everyone . . . their "" , and wonder about the linguistic timidity that holds others of us back . damage ? does this mean exclusion from semantic space : - ) the writer continues , < < < yucatec maya , by the way , has no grammatical gender and , to the best of my knowledge , exhibits no morphological or semantic tendency toward treating either sex as the unmarked member of the pair . h stephen straight , anthro / ling / lgs across the curric , binghamton u ( suny ) box 6000 , binghamton ny 13902-6000 tel : 607-777 - 2824 fax : 607-777 - 2889 > > > this seems counter to the idea that says universal male cultural dominance is seen in male dominance in language constructions - - that alexis manaster ramer postules in slightly more qualified form . it sure would be nice to have other examples , pro and con , from around the world . - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - lydie meunier writes < < < question raised in answer to alexis manaster ramer who writes : > so what it all boils down to , again , is that i maintain that > it makes no sense whatever to discuss the origin of the > epicene he phenomenon in the context of the story of > english prescriptive grammar , but only in the context of > the way in which perceptions of sex roles have informed > the structure of language ( as of any other institution ) . have perceptions of sex roles informed us on the structure of language , or does the structure of language enlighten us on socially acquired yet still subconscious sexist behavior of today 's homo sapiens ? lydie e . meunier / department of languages university of tulsa / tel : 918 631 2813 ( o ) lang _ lem @ centum . utulsa . edu / fax : 918 744 1902 > > > the "" contructivist "" view of sexuality is widely held in academia , but the view has the hauteur of an "" in "" religious tenet , and has no well-reasoned position , and only endures because its opposite can't "" really "" be "" proved "" . the only proof-evidence i have ever seen consists of some embarrasingly poor analogies with animal behavior . where 's the good evidence ? i ' ll post sometime soon the interesting things - - in support of my side - - that jane goodall has to say about sex roles and chimps . the "" constructivist "" view of sexuality goes back to the 1960s - - ( to kate millet in chapter 2 of her famous book ? ) when those of us who were differentially sexed - - like millet later affirmed to herself be - - became preoccupied , and still are , with passive and active sex-related roles . the constructivist view is a spoiler-view assault on traditional morality .";True
roseville dash all , attached is the latest roseville dash with most of your comments incorporated . we are hoping to finalize this by the end of the week , incorporate the final results from rac and circulate for final approval early next week . please review and forward comments to both myself and mark fillinger by end of business tomorrow ( 5 / 3 ) . if you have any questions , contact either myself or mark ( 415 - 782 - 7815 ) . thanks . michael wong enron north america ( w ) 415 - 782 - 7808 ( f ) 415 - 782 - 7851;True
eastrans nomination effective 07 / 01 / 2000 please nominate 32 , 800 mmbtu / d into eastrans effective 7 / 1 / 00 . redeliveries will be made as follows : 25 , 000 mmbtu / d into pg & e 7 , 800 mmbtu / d from fuels cotton valley sent on behalf of bruce mcmills .;True
"longview update aes $ 11 mm calpine $ 18 mm aes - pacific has been very flaky with us in the past ; calpine is pretty real . chris calger 503 - 464 - 3735";True
re : my model for spikes dear vince , thank you very much for your e - mail . i am very excited about the opportunity y to see you soon in dallas . any week day , in general , and fridays , in particular , is convenient for me . please let me know what day might be convenient for you . i look forward to hearing from you and to seeing you soon . sincerely , valery;True
